135.46	55.465
135.46	55.565
135.46	55.665
135.46	55.765
135.46	55.865
135.46	55.965
135.46	56.065
135.46	56.165
135.46	56.265
135.46	56.365
135.46	56.465
135.46	56.565
135.46	56.665
135.46	56.765
135.46	56.865
135.46	56.965
135.46	57.065
135.46	57.165
135.46	57.265
135.46	57.365
135.46	57.465
135.46	57.565
135.46	57.665
135.46	57.765
135.46	57.865
135.46	57.965
135.46	58.065
135.46	58.165
135.46	58.265
135.46	58.365
135.46	58.465
135.46	58.565
135.46	58.665
135.46	58.765
135.46	58.865
135.46	58.965
135.46	59.065
135.46	59.165
135.46	59.265
135.46	59.365
135.46	59.465
135.46	59.565
135.46	59.665
135.46	59.765
135.46	59.865
135.46	59.965
135.46	60.065
135.46	60.165
135.46	60.265
135.46	60.365
135.46	60.465
135.46	60.565
135.46	60.665
135.46	60.765
135.46	60.865
135.46	60.965
135.46	61.065
135.46	61.165
135.46	61.265
135.46	61.365
135.46	61.465
135.46	61.565
135.46	61.665
135.46	61.765
135.46	61.865
135.46	61.965
135.46	62.065
135.46	62.165
135.46	62.265
135.46	62.365
135.46	62.465
135.46	62.565
135.46	62.665
135.46	62.765
135.46	62.865
135.46	62.965
135.46	63.065
135.46	63.165
135.46	63.265
135.46	63.365
135.46	63.465
135.46	63.565
135.46	63.665
135.46	63.765
135.46	63.865
135.46	63.965
135.46	64.065
135.46	64.165
135.46	64.265
135.46	64.365
135.46	64.465
135.46	64.565
135.46	64.665
135.46	64.765
135.46	64.865
135.46	64.965
135.46	65.065
135.46	65.165
135.46	65.265
135.46	65.365
135.46	65.465
135.46	65.565
135.46	65.665
135.46	65.765
135.46	65.865
135.46	65.965
135.46	66.065
135.46	66.165
135.46	66.265
135.46	66.365
135.46	66.465
135.46	66.565
135.46	66.665
135.46	66.765
135.46	66.865
135.46	66.965
135.46	67.065
135.46	67.165
135.46	67.265
135.46	67.365
135.46	67.465
135.46	67.565
135.46	67.665
135.46	67.765
135.46	67.865
135.46	67.965
135.46	68.065
135.46	68.165
135.46	68.265
135.46	68.365
135.46	68.465
135.46	68.565
135.46	68.665
135.46	68.765
135.46	68.865
135.46	68.965
135.46	69.065
135.46	69.165
135.46	69.265
135.46	69.365
135.46	69.465
135.46	69.565
135.46	69.665
135.46	69.765
135.46	69.865
135.46	69.965
135.46	70.065
135.46	70.165
135.46	70.265
135.46	70.365
135.46	70.465
135.46	70.565
135.46	70.665
135.46	70.765
135.46	70.865
135.46	70.965
135.46	71.065
135.46	71.165
135.46	71.265
135.46	71.365
135.46	71.465
135.46	71.565
135.46	71.665
135.46	71.765
135.46	71.865
135.46	71.965
135.46	72.065
135.46	72.165
135.46	72.265
135.46	72.365
135.46	72.465
135.46	72.565
135.46	72.665
135.46	72.765
135.46	72.865
135.56	72.865
135.66	72.865
135.76	72.865
135.86	72.865
135.96	72.865
136.06	72.865
136.06	72.965
136.06	73.065
136.06	73.165
136.06	73.265
136.06	73.365
136.06	73.465
136.06	73.565
136.06	73.665
136.06	73.765
136.06	73.865
136.06	73.965
136.06	74.065
136.06	74.165
136.06	74.265
136.06	74.365
136.06	74.465
136.06	74.565
136.06	74.665
136.06	74.765
136.06	74.865
136.06	74.965
136.06	75.065
136.06	75.165
136.06	75.265
136.06	75.365
136.06	75.465
136.06	75.565
136.06	75.665
136.06	75.765
136.06	75.865
136.16	75.865
136.26	75.865
136.36	75.865
136.46	75.865
136.56	75.865
136.56	75.965
136.56	76.065
136.56	76.165
136.56	76.265
136.56	76.365
136.56	76.465
136.56	76.565
136.56	76.665
136.56	76.765
136.56	76.865
136.56	76.965
136.56	77.065
