0,178.012,51.944,30.5741,0.0400595
1,178.128,51.9634,30.5872,0.080119
2,178.12,51.9669,30.5895,0.120179
3,178.328,51.958,30.6064,0.160238
4,178.136,51.9703,30.5795,0.200298
5,177.88,51.9564,30.5682,0.240357
6,177.564,51.97,30.5316,0.280417
7,177.528,51.9629,30.5244,0.320476
8,178,51.9404,30.6064,0.360536
9,177.654,51.9432,30.5636,0.400595
10,177.567,51.9685,30.5141,0.440655
11,178.147,51.9474,30.5892,0.480714
12,177.914,51.9374,30.5668,0.520774
13,178.057,51.9412,30.5797,0.560833
14,177.796,51.9248,30.6036,0.600893
15,176.992,51.8409,30.637,0.640952
16,175.898,51.5572,30.8299,0.681012
17,174.245,51.3135,31.0665,0.721071
18,171.719,51.0361,31.269,0.761131
19,170.965,50.7403,31.3669,0.80119
20,171.181,50.2815,31.3741,0.84125
21,172.019,49.8706,31.2557,0.881309
22,173.576,49.3736,31.2538,0.921369
23,174.083,48.8711,31.3183,0.961428
24,173.246,48.4833,31.4038,1.00149
25,172.206,47.9882,31.5766,1.04155
26,171.701,47.529,31.5671,1.08161
27,172.631,47.042,31.5302,1.12167
28,173.48,46.5381,31.5825,1.16173
29,172.44,46.0559,31.7255,1.20179
30,170.958,45.5828,31.8907,1.24185
31,170.632,45.1572,31.8785,1.2819
32,171.133,44.6441,31.9414,1.32196
33,171.589,44.2329,31.966,1.36202
34,170.693,43.6936,32.1227,1.40208
35,169.758,43.2667,32.2377,1.44214
36,168.447,42.8547,32.3581,1.4822
37,169.243,42.2854,32.4115,1.52226
38,170.065,41.8565,32.418,1.56232
39,168.712,41.4087,32.5424,1.60238
40,168.03,40.856,32.7893,1.64244
41,166.266,40.4296,33.0093,1.6825
42,167.359,39.9161,33.2447,1.72256
43,166.563,39.511,33.1086,1.76262
44,167.163,39.0283,33.1353,1.80268
45,167.054,38.5323,33.3281,1.84274
46,165.829,38.112,33.495,1.8828
47,164.045,37.6188,33.7973,1.92286
48,162.663,37.2427,33.981,1.96292
49,162.723,36.7988,34.0748,2.00298
50,163.724,36.2468,34.1747,2.04304
51,163.625,35.8546,34.2979,2.0831
52,162.711,35.4137,34.5205,2.12315
53,160.939,34.9495,34.7939,2.16321
54,160.052,34.5125,35.0672,2.20327
55,159.844,34.1148,35.0903,2.24333
56,160.417,33.633,35.1977,2.28339
57,159.828,33.1325,35.4602,2.32345
58,158.504,32.7716,35.6993,2.36351
59,156.806,32.3049,36.0251,2.40357
60,156.614,31.8705,36.2005,2.44363
61,157.876,31.3815,36.4229,2.48369
62,157.143,30.9969,36.5271,2.52375
63,155.551,30.5351,36.8387,2.56381
64,154.327,30.151,37.1644,2.60387
65,153.742,29.7429,37.3907,2.64393
66,154.877,29.2397,37.6279,2.68399
67,153.854,28.8567,37.7456,2.72405
68,152.645,28.4845,38.0309,2.76411
69,151.165,28.1229,38.3475,2.80417
70,151.189,27.6108,38.7865,2.84423
71,151.571,27.2193,38.8851,2.88429
72,150.935,26.7158,39.0956,2.92434
73,149.872,26.3622,39.3857,2.9644
74,148.939,25.9287,39.8452,3.00446
75,147.312,25.7322,39.968,3.04452
