0	0	59.359	30.297	0
0	0	59.042	30.297	0
0	0	58.725	30.297	0
0	0	58.372	30.297	0
0	0	58.054	30.297	0
0	0	57.702	30.297	0
0	0	57.384	30.297	0
0	0	57.032	30.297	0
0	0	56.714	30.297	0
0	0	56.397	30.297	0
0	0	56.044	30.297	0
0	0	55.727	30.297	0
0	0	55.374	30.297	0
0	0	55.056	30.297	0
0	0	54.704	30.297	0
0	0	54.386	30.297	0
0	0	54.069	30.297	0
0	0	53.716	30.297	0
0	0	53.399	30.297	0
0	0	52.729	30.297	0
0	0	52.376	30.297	0
0	0	51.706	30.297	0
0	0	51.388	30.297	0
0	0	50.718	30.297	0
0	0	50.401	30.297	0
0	0	50.048	30.297	0
0	0	49.731	30.297	0
0	0	49.378	30.297	0
0	0	49.061	30.297	0
0	0	48.39	30.65	0
0	0	48.073	30.65	0
0	0	47.403	30.65	0
0	0	46.733	30.65	0
0	0	46.415	30.65	0
0	0	46.063	30.65	0
0	0	45.745	30.65	0
0	0	45.392	30.65	0
0	0	44.722	30.967	0
0	0	44.405	30.967	0
0	0	44.088	30.967	0
0	0	43.735	30.967	0
0	0	43.065	30.967	0
0	0	42.077	31.32	0
0	0	41.724	31.32	0
0	0	41.407	31.32	0
0	0	41.09	31.32	0
0	0	40.737	31.637	0
0	0	40.419	31.637	0
0	0	40.067	31.955	0
0	0	39.749	32.307	0
0	0	39.397	32.307	0
0	0	39.079	32.307	0
0	0	38.762	32.625	0
0	0	38.409	32.625	0
0	0	38.092	32.977	0
0	0	37.739	32.977	0
0	0	37.069	32.977	0
0	0	36.751	32.977	0
0	0	36.081	32.977	0
0	0	35.764	32.977	0
0	0	35.411	32.977	0
0	0	35.094	32.977	0
0	0	34.424	33.295	0
0	0	34.071	33.295	0
0	0	33.753	33.295	0
0	0	33.083	33.965	0
0	0	32.766	33.965	0
0	0	32.096	33.965	0
0	0	32.096	34.282	0
0	0	31.743	34.282	0
0	0	31.743	34.635	0
0	0	31.108	34.953	0
0	0	31.108	35.305	0
0	0	30.755	35.305	0
0	0	30.438	35.305	0
0	0	30.085	35.305	0
0	0	29.768	35.623	0
0	0	29.098	35.975	0
0	0	28.78	36.293	0
0	0	28.428	36.293	0
0	0	27.757	36.61	0
0	0	27.44	36.963	0
0	0	27.087	36.963	0
0	0	26.77	37.28	0
0	0	26.453	37.28	0
0	0	26.1	37.633	0
0	0	25.782	37.951	0
0	0	25.782	38.303	0
0	0	25.43	38.621	0
0	0	24.76	38.973	0
0	0	24.442	39.291	0
0	0	24.089	39.608	0
0	0	24.089	39.961	0
0	0	23.455	40.278	0
0	0	23.102	40.278	0
0	0	22.784	40.278	0
0	0	22.784	40.631	0
0	0	22.114	40.948	0
0	0	21.762	40.948	0
0	0	21.762	41.301	0
0	0	21.444	41.301	0
0	0	21.127	41.619	0
0	0	20.774	41.936	0
0	0	20.774	42.289	0
0	0	20.457	42.289	0
0	0	20.104	42.606	0
0	0	19.786	43.276	0
0	0	19.116	43.946	0
0	0	18.799	44.264	0
0	0	18.446	44.264	0
0	0	18.446	44.617	0
0	0	18.446	44.934	0
0	0	18.446	45.287	0
0	0	18.129	45.604	0
0	0	17.776	45.957	0
0	0	17.776	46.274	0
0	0	17.459	46.274	0
0	0	17.459	46.592	0
0	0	17.459	47.262	0
0	0	17.106	47.262	0
0	0	17.106	47.615	0
0	0	17.106	47.932	0
0	0	17.106	48.285	0
0	0	17.106	48.602	0
0	0	16.789	48.955	0
0	0	16.789	49.272	0
0	0	16.789	49.59	0
0	0	16.436	49.59	0
0	0	16.436	49.942	0
0	0	16.436	50.26	0
0	0	16.118	50.26	0
0	0	15.801	50.612	0
0	0	15.801	50.93	0
0	0	15.448	51.283	0
0	0	15.131	51.283	0
0	0	15.131	51.6	0
0	0	14.778	51.6	0
0	0	14.778	52.27	0
0	0	14.461	52.27	0
0	0	14.461	52.588	0
0	0	14.108	52.94	0
0	0	13.791	52.94	0
