4233	3063
4233	3049
4233	3034
4233	3020
4233	3005
4233	2990
4233	2976
4233	2946
4233	2932
4233	2903
4233	2873
4233	2859
4233	2844
4233	2786
4233	2756
4233	2742
4233	2727
4233	2698
4233	2683
4233	2654
4233	2639
4233	2596
4233	2566
4248	2522
4248	2479
4262	2435
4262	2405
4262	2362
4262	2347
4262	2332
4262	2318
4262	2289
4262	2259
4262	2245
4248	2245
4248	2230
4248	2215
4248	2201
4248	2186
4248	2172
4248	2157
4233	2128
4233	2113
4218	2113
4204	2113
4189	2113
4174	2113
4160	2113
4145	2113
4131	2113
4116	2113
4101	2113
4101	2128
4087	2128
4087	2142
4072	2142
4058	2142
4043	2142
4028	2142
3999	2142
3970	2142
3955	2142
3941	2142
3926	2142
3911	2142
3897	2142
3882	2142
3853	2142
3838	2128
3809	2128
3780	2128
3765	2113
3751	2113
3721	2113
3707	2113
3692	2113
3677	2113
3663	2113
3648	2113
3634	2113
3619	2113
3590	2113
3546	2113
3531	2113
3487	2113
3458	2113
3443	2128
3429	2128
3414	2128
3385	2128
3370	2128
3341	2142
3327	2142
3312	2142
3283	2142
3268	2142
3239	2142
3224	2142
3210	2142
3195	2142
3180	2142
3166	2142
3166	2157
3151	2157
3136	2157
3122	2157
3122	2172
3107	2172
3093	2172
3078	2172
3063	2172
3049	2172
3034	2172
3020	2172
3005	2172
2990	2172
2976	2172
2961	2172
2946	2172
2932	2172
2917	2172
2903	2172
2888	2172
2873	2172
2873	2186
2829	2186
2786	2186
2756	2186
2727	2186
2698	2186
2683	2186
2669	2186
2654	2186
2625	2186
2610	2186
2596	2186
2581	2186
2566	2186
2552	2186
2537	2186
2522	2186
2508	2186
2493	2186
2479	2186
2464	2186
2464	2172
2449	2172
2449	2157
2449	2142
2449	2128
2449	2113
2449	2098
2449	2084
2449	2069
2449	2055
2449	2040
2449	2025
2449	2011
2464	1996
2479	1996
2479	1981
2479	1967
2479	1952
2479	1938
2479	1923
2479	1894
2479	1879
2479	1865
2479	1850
2493	1835
2493	1821
2493	1791
2508	1762
2508	1733
2522	1718
2522	1704
2522	1674
2537	1674
2537	1660
2552	1645
2552	1631
2552	1616
2537	1601
2522	1601
2522	1587
2522	1572
2522	1558
2508	1543
2508	1528
2508	1514
2508	1499
2508	1484
2508	1470
2508	1455
2508	1441
2508	1426
2508	1397
2508	1382
2508	1367
2508	1353
2508	1338
2508	1324
2508	1294
2508	1280
2508	1265
2508	1250
2508	1236
2508	1207
2508	1192
2508	1163
2508	1148
2508	1134
2508	1119
2508	1104
2508	1090
2508	1075
2508	1046
2508	1031
2508	1017
2508	1002
2508	987
2508	958
2508	943
2508	929
2508	900
2508	885
2508	870
2508	856
2508	841
2508	827
2508	812
2493	797
2493	783
2493	768
2493	739
2493	724
2493	710
2493	695
2493	666
2493	651
2493	636
2493	622
2493	607
2493	593
2493	578
2493	563
2493	549
2493	534
2493	520
2493	505
2493	490
2493	476
2493	461
2493	446
2493	432
2493	417
2493	403
2493	388
2493	373
2493	359
2493	344
2493	329
2493	315
2493	300
2493	286
2493	271
2493	286
2508	329
