135.46	54.42	0	0
135.46	54.52	0	0
135.46	54.62	0	0
135.46	54.72	0	0
135.46	54.82	0	0
135.46	54.92	0	0
135.46	55.02	0	0
135.46	55.12	0	0
135.46	55.22	0	0
135.46	55.32	0	0
135.46	55.42	0	0
135.46	55.52	0	0
135.46	55.62	0	0
135.46	55.72	0	0
135.46	55.82	0	0
135.46	55.92	0	0
135.46	56.02	0	0
135.46	56.12	0	0
135.46	56.22	0	0
135.46	56.32	0	0
135.46	56.42	0	0
135.46	56.52	0	0
135.46	56.62	0	0
135.46	56.72	0	0
135.46	56.82	0	0
135.46	56.92	0	0
135.46	57.02	0	0
135.46	57.12	0	0
135.46	57.22	0	0
135.46	57.32	0	0
135.46	57.42	0	0
135.46	57.52	0	0
135.46	57.62	0	0
135.46	57.72	0	0
135.46	57.82	0	0
135.46	57.92	0	0
135.46	58.02	0	0
135.46	58.12	0	0
135.46	58.22	0	0
135.46	58.32	0	0
135.46	58.42	0	0
135.46	58.52	0	0
135.46	58.62	0	0
135.46	58.72	0	0
135.46	58.82	0	0
135.46	58.92	0	0
135.46	59.02	0	0
135.46	59.12	0	0
135.46	59.22	0	0
135.46	59.32	0	0
135.46	59.42	0	0
135.46	59.52	0	0
135.46	59.62	0	0
135.46	59.72	0	0
135.46	59.82	0	0
135.46	59.92	0	0
135.46	60.02	0	0
135.46	60.12	0	0
135.46	60.22	0	0
135.46	60.32	0	0
135.46	60.42	0	0
135.46	60.52	0	0
135.46	60.62	0	0
135.46	60.72	0	0
135.46	60.82	0	0
135.46	60.92	0	0
135.46	61.02	0	0
135.46	61.12	0	0
135.46	61.22	0	0
135.46	61.32	0	0
135.46	61.42	0	0
135.46	61.52	0	0
135.46	61.62	0	0
135.46	61.72	0	0
135.46	61.82	0	0
135.46	61.92	0	0
135.46	62.02	0	0
135.46	62.12	0	0
135.46	62.22	0	0
135.46	62.32	0	0
135.46	62.42	0	0
135.46	62.52	0	0
135.46	62.62	0	0
135.46	62.72	0	0
135.46	62.82	0	0
135.46	62.92	0	0
135.46	63.02	0	0
135.46	63.12	0	0
135.36	63.12	0	0
135.26	63.12	0	0
135.16	63.12	0	0
135.06	63.12	0	0
134.96	63.12	0	0
134.86	63.12	0	0
134.86	63.22	0	0
134.86	63.32	0	0
134.86	63.42	0	0
134.86	63.52	0	0
134.86	63.62	0	0
134.86	63.72	0	0
134.86	63.82	0	0
134.86	63.92	0	0
134.86	64.02	0	0
134.86	64.12	0	0
134.86	64.22	0	0
134.86	64.32	0	0
134.86	64.42	0	0
134.86	64.52	0	0
134.86	64.62	0	0
134.86	64.72	0	0
134.86	64.82	0	0
134.86	64.92	0	0
134.86	65.02	0	0
134.86	65.12	0	0
134.86	65.22	0	0
134.86	65.32	0	0
134.86	65.42	0	0
134.86	65.52	0	0
134.86	65.62	0	0
134.86	65.72	0	0
134.86	65.82	0	0
134.86	65.92	0	0
134.86	66.02	0	0
134.86	66.12	0	0
134.86	66.22	0	0
134.86	66.32	0	0
134.86	66.42	0	0
134.86	66.52	0	0
134.86	66.62	0	0
134.86	66.72	0	0
134.86	66.82	0	0
134.86	66.92	0	0
134.86	67.02	0	0
134.86	67.12	0	0
134.86	67.22	0	0
134.86	67.32	0	0
134.86	67.42	0	0
134.86	67.52	0	0
134.86	67.62	0	0
134.86	67.72	0	0
134.76	67.72	0	0
134.66	67.72	0	0
134.56	67.72	0	0
134.46	67.72	0	0
134.36	67.72	0	0
134.36	67.82	0	0
134.36	67.92	0	0
134.36	68.02	0	0
134.36	68.12	0	0
134.36	68.22	0	0
134.36	68.32	0	0
134.36	68.42	0	0
134.36	68.52	0	0
134.36	68.62	0	0
134.36	68.72	0	0
134.36	68.82	0	0
134.36	68.92	0	0
134.36	69.02	0	0
134.36	69.12	0	0
134.36	69.22	0	0
134.36	69.32	0	0
134.36	69.42	0	0
134.36	69.52	0	0
134.36	69.62	0	0
134.36	69.72	0	0
134.36	69.82	0	0
134.36	69.92	0	0
134.36	70.02	0	0
134.36	70.12	0	0
134.36	70.22	0	0
134.36	70.32	0	0
134.36	70.42	0	0
134.36	70.52	0	0
134.36	70.62	0	0
134.36	70.72	0	0
134.36	70.82	0	0
134.36	70.92	0	0
134.36	71.02	0	0
134.36	71.12	0	0
134.36	71.22	0	0
134.36	71.32	0	0
134.26	71.32	0	0
134.16	71.32	0	0
134.06	71.32	0	0
133.96	71.32	0	0
133.86	71.32	0	0
133.86	71.42	0	0
133.86	71.52	0	0
133.86	71.62	0	0
133.86	71.72	0	0
133.86	71.82	0	0
133.86	71.92	0	0
133.86	72.02	0	0
133.86	72.12	0	0
133.86	72.22	0	0
133.86	72.32	0	0
133.86	72.42	0	0
133.86	72.52	0	0
133.86	72.62	0	0
133.86	72.72	0	0
133.86	72.82	0	0
133.86	72.92	0	0
133.86	73.02	0	0
133.86	73.12	0	0
133.86	73.22	0	0
133.86	73.32	0	0
133.96	73.32	0	0
134.06	73.32	0	0
134.16	73.32	0	0
134.26	73.32	0	0
134.36	73.32	0	0
134.46	73.32	0	0
134.46	73.42	0	0
134.46	73.52	0	0
134.46	73.62	0	0
134.46	73.72	0	0
134.46	73.82	0	0
134.56	73.82	0	0
134.66	73.82	0	0
134.76	73.82	0	0
134.86	73.82	0	0
134.96	73.82	0	0
134.96	73.92	0	0
134.96	74.02	0	0
134.96	74.12	0	0
134.96	74.22	0	0
134.96	74.32	0	0
134.96	74.42	0	0
134.96	74.52	0	0
134.96	74.62	0	0
134.96	74.72	0	0
134.96	74.82	0	0
134.96	74.92	0	0
134.96	75.02	0	0
134.96	75.12	0	0
134.96	75.22	0	0
134.96	75.32	0	0
134.96	75.42	0	0
134.96	75.52	0	0
134.96	75.62	0	0
134.96	75.72	0	0
134.96	75.82	0	0
134.96	75.92	0	0
134.96	76.02	0	0
134.96	76.12	0	0
134.96	76.22	0	0
134.96	76.32	0	0
134.96	76.42	0	0
135.06	76.42	0	0
135.16	76.42	0	0
135.26	76.42	0	0
135.36	76.42	0	0
135.46	76.42	0	0
135.46	76.52	0	0
135.46	76.62	0	0
135.46	76.72	0	0
135.46	76.82	0	0
135.46	76.92	0	0
135.46	77.02	0	0
135.46	77.12	0	0
135.46	77.22	0	0
135.46	77.32	0	0
135.46	77.42	0	0
135.46	77.52	0	0
135.46	77.62	0	0
135.46	77.72	0	0
135.46	77.82	0	0
135.46	77.92	0	0
135.46	78.02	0	0
135.46	78.12	0	0
135.46	78.22	0	0
135.46	78.32	0	0
135.46	78.42	0	0
135.46	78.52	0	0
135.46	78.62	0	0
135.46	78.72	0	0
135.46	78.82	0	0
135.46	78.92	0	0
135.46	79.02	0	0
135.46	79.12	0	0
135.46	79.22	0	0
135.46	79.32	0	0
135.46	79.42	0	0
135.46	79.52	0	0
135.46	79.62	0	0
135.46	79.72	0	0
135.46	79.82	0	0
135.46	79.92	0	0
135.56	79.92	0	0
135.66	79.92	0	0
135.76	79.92	0	0
135.86	79.92	0	0
135.96	79.92	0	0
136.06	79.92	0	0
136.06	80.02	0	0
136.06	80.12	0	0
136.06	80.22	0	0
136.06	80.32	0	0
136.06	80.42	0	0
136.06	80.52	0	0
136.06	80.62	0	0
136.06	80.72	0	0
136.06	80.82	0	0
136.06	80.92	0	0
136.06	81.02	0	0
136.06	81.12	0	0
136.06	81.22	0	0
136.06	81.32	0	0
136.06	81.42	0	0
136.06	81.52	0	0
136.06	81.62	0	0
136.06	81.72	0	0
136.06	81.82	0	0
136.06	81.92	0	0
136.06	82.02	0	0
136.06	82.12	0	0
136.06	82.22	0	0
136.06	82.32	0	0
136.06	82.42	0	0
136.06	82.52	0	0
136.06	82.62	0	0
136.06	82.72	0	0
136.06	82.82	0	0
136.06	82.92	0	0
136.06	83.02	0	0
136.06	83.12	0	0
136.06	83.22	0	0
136.06	83.32	0	0
136.06	83.42	0	0
136.06	83.52	0	0
136.06	83.62	0	0
136.06	83.72	0	0
136.06	83.82	0	0
136.06	83.92	0	0
136.06	84.02	0	0
136.16	84.02	0	0
136.26	84.02	0	0
136.36	84.02	0	0
136.46	84.02	0	0
136.56	84.02	0	0
136.56	84.12	0	0
136.56	84.22	0	0
136.56	84.32	0	0
136.56	84.42	0	0
136.56	84.52	0	0
136.56	84.62	0	0
136.56	84.72	0	0
136.56	84.82	0	0
136.56	84.92	0	0
136.56	85.02	0	0
136.56	85.12	0	0
136.56	85.22	0	0
136.56	85.32	0	0
136.56	85.42	0	0
136.56	85.52	0	0
136.56	85.62	0	0
136.56	85.72	0	0
136.56	85.82	0	0
136.56	85.92	0	0
136.56	86.02	0	0
136.56	86.12	0	0
136.56	86.22	0	0
136.56	86.32	0	0
136.56	86.42	0	0
136.56	86.52	0	0
136.56	86.62	0	0
136.56	86.72	0	0
136.56	86.82	0	0
136.56	86.92	0	0
136.56	87.02	0	0
136.56	87.12	0	0
136.46	87.12	0	0
136.36	87.12	0	0
136.26	87.12	0	0
136.16	87.12	0	0
136.06	87.12	0	0
135.96	87.12	0	0
135.96	87.22	0	0
135.96	87.32	0	0
135.96	87.42	0	0
135.96	87.52	0	0
135.96	87.62	0	0
135.96	87.72	0	0
135.96	87.82	0	0
135.96	87.92	0	0
135.96	88.02	0	0
135.96	88.12	0	0
135.86	88.12	0	0
135.76	88.12	0	0
135.66	88.12	0	0
135.56	88.12	0	0
135.46	88.12	0	0
135.46	88.22	0	0
135.46	88.32	0	0
135.46	88.42	0	0
135.46	88.52	0	0
135.46	88.62	0	0
135.46	88.72	0	0
135.46	88.82	0	0
135.46	88.92	0	0
135.46	89.02	0	0
135.46	89.12	0	0
135.36	89.12	0	0
135.26	89.12	0	0
135.16	89.12	0	0
135.06	89.12	0	0
134.96	89.12	0	0
134.86	89.12	0	0
134.76	89.12	0	0
134.66	89.12	0	0
134.56	89.12	0	0
